City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
690,Aracruz,BR,-19.8203,-40.2733,72.61,86,4,5.93,clear sky
691,Kostomuksha,RU,64.571,30.5767,30.04,83,100,5.35,overcast clouds
692,Chake Chake,TZ,-5.2459,39.7666,78.78,80,100,10.04,overcast clouds
693,Gilgit,PK,35.9221,74.3087,70.12,33,0,2.8,clear sky
694,Gazli,UZ,40.1333,63.45,77.05,45,100,15.23,overcast clouds
695,Bela,IN,25.9333,81.9833,86.09,40,0,6.51,clear sky
696,Olinda,BR,-8.0089,-34.8553,74.93,94,100,12.66,overcast clouds
697,Planaltina,BR,-15.4528,-47.6142,67.93,57,45,5.28,scattered clouds
698,Amalapuram,IN,16.5833,82.0167,81.66,77,98,5.32,overcast clouds
699,Bosaso,SO,11.2842,49.1816,83.39,63,8,4.52,clear sky
700,Khorramabad,IR,33.4878,48.3558,46.02,61,0,6.91,clear sky
701,Virarajendrapet,IN,12.2,75.8,69.73,95,100,0.87,moderate rain
702,Guayaramerin,BO,-10.8368,-65.3614,79.09,68,96,2.28,overcast clouds
703,Takaungu,KE,-3.6837,39.8566,77.94,85,100,13.24,light rain
704,Gidam,IN,18.9833,81.4,79.43,52,100,1.57,overcast clouds
705,Marechal Candido Rondon,BR,-24.5561,-54.0567,60.3,84,0,4.79,clear sky
